size,heapSort,quickSort,mergeSort,shellSort,countSort,radixSort,bucketSort
100000,0.8389914035797119,0.2764599323272705,0.4304234981536865,0.8477773666381836,0.2359623908996582,0.20595693588256836,0.13813495635986328
200000,1.8413877487182617,0.5629923343658447,0.8388352394104004,2.1013381481170654,0.34171295166015625,0.4733116626739502,0.2796170711517334
300000,3.2347230911254883,1.0462777614593506,1.4426229000091553,3.138004779815674,0.39565300941467285,0.7122781276702881,0.5049242973327637
400000,4.160350322723389,1.2079706192016602,1.753697395324707,4.003050088882446,0.4477345943450928,0.906090259552002,0.5993499755859375
500000,5.315024375915527,1.5800864696502686,2.2359778881073,5.300053834915161,0.524233341217041,1.1608734130859375,0.7533237934112549
600000,6.255319595336914,1.9253380298614502,2.7436866760253906,6.550444841384888,0.6021692752838135,1.408508062362671,0.9037063121795654
700000,7.397737264633179,2.2637760639190674,3.2410731315612793,7.676438093185425,0.666764497756958,1.6699554920196533,1.0866713523864746
800000,8.652640342712402,2.6252310276031494,3.763366460800171,10.013019323348999,0.7434210777282715,1.9156525135040283,1.2476868629455566
900000,9.829843997955322,3.0421864986419678,4.295658111572266,11.608686923980713,0.8184652328491211,2.1787829399108887,1.4323101043701172
1000000,11.086650133132935,3.31233286857605,4.794048547744751,12.612587451934814,0.8932976722717285,2.435054063796997,1.614743947982788
1100000,12.251391172409058,3.780557870864868,5.347882509231567,13.70590615272522,0.9691097736358643,2.701099395751953,1.7381582260131836
1200000,13.619022607803345,4.116832256317139,5.897204875946045,14.920148849487305,1.0404353141784668,2.9582555294036865,1.9483473300933838
1300000,14.828259468078613,4.569507837295532,6.435796499252319,16.770570039749146,1.1086921691894531,3.212369203567505,2.1384239196777344
1400000,16.158615350723267,4.98881196975708,7.00516676902771,18.42283606529236,1.185229778289795,3.4658236503601074,2.3084583282470703
1500000,17.37331771850586,5.3869264125823975,7.538007020950317,19.014796495437622,1.2563087940216064,3.747084140777588,2.436342716217041
1600000,19.041815280914307,5.709452390670776,8.115604877471924,24.661078214645386,1.3340628147125244,4.003221273422241,2.6797473430633545
1700000,20.065747499465942,6.137599229812622,8.627606630325317,23.93411087989807,1.402867317199707,4.254641532897949,2.8244261741638184
1800000,21.542153358459473,6.591686487197876,9.197198867797852,24.54123568534851,1.4882550239562988,4.518639087677002,2.975820302963257
1900000,22.682868242263794,6.9451868534088135,9.767047643661499,26.046279668807983,1.5598578453063965,4.805932998657227,3.2377655506134033
2000000,24.015374422073364,7.3529393672943115,10.329032182693481,31.340375661849976,1.6200499534606934,5.028274297714233,3.352806568145752
2100000,25.30612802505493,7.8310511112213135,10.902491807937622,40.116169691085815,1.699172019958496,5.336184024810791,3.517075300216675
2200000,26.72518563270569,8.095251560211182,11.517600297927856,32.33368492126465,1.7662079334259033,5.573253631591797,3.7356791496276855
2300000,28.138040781021118,8.644790887832642,12.107082605361938,37.22015929222107,1.8439569473266602,5.808018684387207,3.774665117263794
2400000,29.473623752593994,8.824819326400757,12.707938194274902,36.457483530044556,1.9153201580047607,6.084421634674072,4.058377265930176
2500000,30.940657377243042,9.705774784088135,13.261873483657837,38.051082611083984,1.9892663955688477,6.369863271713257,4.299991130828857
